source_url,route_or_template,http_behavior,indexability,canonical_url,sitemap,internal_link_sources,search_intent,preferred_destination,proposed_disposition,reason,architecture_class
/growth/local/deep-cleaning/zonnebloem,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/zonnebloem-cleaning-services,no,legacy growth,commercial local,/locations/zonnebloem-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/constantia,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/constantia-cleaning-services,no,legacy growth,commercial local,/locations/constantia-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/table-view,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/table-view-cleaning-services,no,legacy growth,commercial local,/locations/table-view-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/durbanville,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/durbanville-cleaning-services,no,legacy growth,commercial local,/locations/durbanville-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/bellville,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bellville-cleaning-services,no,legacy growth,commercial local,/locations/bellville-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/deep-cleaning/{non-hub},proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/services/deep-cleaning-cape-town,no,legacy growth,commercial,/services/deep-cleaning-cape-town,301_REDIRECT,non-hub fallback to metro service,growth-local
/growth/local/move-out-cleaning/bantry-bay,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bantry-bay-cleaning-services,no,legacy growth,commercial local,/locations/bantry-bay-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/bergvliet,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bergvliet-cleaning-services,no,legacy growth,commercial local,/locations/bergvliet-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/camps-bay,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/camps-bay-cleaning-services,no,legacy growth,commercial local,/locations/camps-bay-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/claremont,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/claremont-cleaning-services,no,legacy growth,commercial local,/locations/claremont-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/fresnaye,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/fresnaye-cleaning-services,no,legacy growth,commercial local,/locations/fresnaye-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/gardens,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/gardens-cleaning-services,no,legacy growth,commercial local,/locations/gardens-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/green-point,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/green-point-cleaning-services,no,legacy growth,commercial local,/locations/green-point-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/kenilworth,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/kenilworth-cleaning-services,no,legacy growth,commercial local,/locations/kenilworth-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/newlands,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/newlands-cleaning-services,no,legacy growth,commercial local,/locations/newlands-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/observatory,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/observatory-cleaning-services,no,legacy growth,commercial local,/locations/observatory-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/plumstead,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/plumstead-cleaning-services,no,legacy growth,commercial local,/locations/plumstead-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/rondebosch,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/rondebosch-cleaning-services,no,legacy growth,commercial local,/locations/rondebosch-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/rosebank,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/rosebank-cleaning-services,no,legacy growth,commercial local,/locations/rosebank-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/sea-point,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/sea-point-cleaning-services,no,legacy growth,commercial local,/locations/sea-point-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/tamboerskloof,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/tamboerskloof-cleaning-services,no,legacy growth,commercial local,/locations/tamboerskloof-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/vredehoek,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/vredehoek-cleaning-services,no,legacy growth,commercial local,/locations/vredehoek-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/woodstock,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/woodstock-cleaning-services,no,legacy growth,commercial local,/locations/woodstock-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/wynberg,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/wynberg-cleaning-services,no,legacy growth,commercial local,/locations/wynberg-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/zonnebloem,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/zonnebloem-cleaning-services,no,legacy growth,commercial local,/locations/zonnebloem-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/constantia,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/constantia-cleaning-services,no,legacy growth,commercial local,/locations/constantia-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/table-view,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/table-view-cleaning-services,no,legacy growth,commercial local,/locations/table-view-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/durbanville,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/durbanville-cleaning-services,no,legacy growth,commercial local,/locations/durbanville-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/bellville,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bellville-cleaning-services,no,legacy growth,commercial local,/locations/bellville-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/move-out-cleaning/{non-hub},proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/services/move-out-cleaning-cape-town,no,legacy growth,commercial,/services/move-out-cleaning-cape-town,301_REDIRECT,non-hub fallback to metro service,growth-local
/growth/local/airbnb-cleaning/bantry-bay,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bantry-bay-cleaning-services,no,legacy growth,commercial local,/locations/bantry-bay-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/airbnb-cleaning/bergvliet,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/bergvliet-cleaning-services,no,legacy growth,commercial local,/locations/bergvliet-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/airbnb-cleaning/camps-bay,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/camps-bay-cleaning-services,no,legacy growth,commercial local,/locations/camps-bay-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/airbnb-cleaning/claremont,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/claremont-cleaning-services,no,legacy growth,commercial local,/locations/claremont-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/airbnb-cleaning/fresnaye,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/fresnaye-cleaning-services,no,legacy growth,commercial local,/locations/fresnaye-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/airbnb-cleaning/gardens,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/gardens-cleaning-services,no,legacy growth,commercial local,/locations/gardens-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/airbnb-cleaning/green-point,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/green-point-cleaning-services,no,legacy growth,commercial local,/locations/green-point-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
/growth/local/airbnb-cleaning/kenilworth,proxy resolveLegacyGrowthLocal,308,n/a,https://shalean.co.za/locations/kenilworth-cleaning-services,no,legacy growth,commercial local,/locations/kenilworth-cleaning-services,301_REDIRECT,growth local → locations spine,growth-local
